,record_date,country,currency,country_currency_desc,exchange_rate,effective_date,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day,curr_source
1028,2018-06-30,ITALY,EURO,ITALY-EURO,0.858,null,84,2018,3,2018,2,06,30,Fiscal_Data
1029,2018-06-30,JAMAICA,DOLLAR,JAMAICA-DOLLAR,128.0,null,85,2018,3,2018,2,06,30,Fiscal_Data
1030,2018-06-30,JAPAN,YEN,JAPAN-YEN,110.6,null,86,2018,3,2018,2,06,30,Fiscal_Data
1031,2018-06-30,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.653,null,87,2018,3,2018,2,06,30,Fiscal_Data
1032,2018-06-30,JORDAN,DINAR,JORDAN-DINAR,0.708,null,88,2018,3,2018,2,06,30,Fiscal_Data
1033,2018-06-30,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,341.31,null,89,2018,3,2018,2,06,30,Fiscal_Data
1034,2018-06-30,KENYA,SHILLING,KENYA-SHILLING,100.8,null,90,2018,3,2018,2,06,30,Fiscal_Data
1035,2018-06-30,KOREA,WON,KOREA-WON,1112.01,null,91,2018,3,2018,2,06,30,Fiscal_Data
1036,2018-06-30,KUWAIT,DINAR,KUWAIT-DINAR,0.303,null,92,2018,3,2018,2,06,30,Fiscal_Data
1037,2018-06-30,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,68.0,null,93,2018,3,2018,2,06,30,Fiscal_Data
1038,2018-06-30,LAOS,KIP,LAOS-KIP,8400.0,null,94,2018,3,2018,2,06,30,Fiscal_Data
1039,2018-06-30,LATVIA,EURO,LATVIA-EURO,0.858,null,95,2018,3,2018,2,06,30,Fiscal_Data
1040,2018-06-30,LEBANON,POUND,LEBANON-POUND,1500.0,null,96,2018,3,2018,2,06,30,Fiscal_Data
1041,2018-06-30,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,13.748,null,97,2018,3,2018,2,06,30,Fiscal_Data
1042,2018-06-30,LIBERIA,U.S. DOLLAR,LIBERIA-U.S. DOLLAR,149.23,null,98,2018,3,2018,2,06,30,Fiscal_Data
1043,2018-06-30,LIBYA,DINAR,LIBYA-DINAR,1.374,null,99,2018,3,2018,2,06,30,Fiscal_Data
1044,2018-06-30,LITHUANIA,EURO,LITHUANIA-EURO,0.858,null,100,2018,3,2018,2,06,30,Fiscal_Data
1045,2018-06-30,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.858,null,101,2018,3,2018,2,06,30,Fiscal_Data
1046,2018-06-30,MACAO,MOP,MACAO-MOP,8.0,null,102,2018,3,2018,2,06,30,Fiscal_Data
1047,2018-06-30,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),52.55,null,103,2018,3,2018,2,06,30,Fiscal_Data
1048,2018-06-30,MALI,CFA FRANC,MALI-CFA FRANC,580.14,null,107,2018,3,2018,2,06,30,Fiscal_Data
1049,2018-06-30,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3323.24,null,104,2018,3,2018,2,06,30,Fiscal_Data
1050,2018-06-30,MALAWI,KWACHA,MALAWI-KWACHA,731.0,null,105,2018,3,2018,2,06,30,Fiscal_Data
1051,2018-06-30,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.038,null,106,2018,3,2018,2,06,30,Fiscal_Data
1052,2018-06-30,MALTA,EURO,MALTA-EURO,0.858,null,108,2018,3,2018,2,06,30,Fiscal_Data
1053,2018-06-30,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1.0,null,109,2018,3,2018,2,06,30,Fiscal_Data
1054,2018-06-30,MARTINIQUE,EURO,MARTINIQUE-EURO,0.858,null,110,2018,3,2018,2,06,30,Fiscal_Data
1055,2018-06-30,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,35.5,null,111,2018,3,2018,2,06,30,Fiscal_Data
1056,2018-06-30,MAURITIUS,RUPEE,MAURITIUS-RUPEE,34.65,null,112,2018,3,2018,2,06,30,Fiscal_Data
1057,2018-06-30,MEXICO,NEW PESO,MEXICO-NEW PESO,19.663,null,113,2018,3,2018,2,06,30,Fiscal_Data
1058,2018-06-30,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1.0,null,114,2018,3,2018,2,06,30,Fiscal_Data
1059,2018-06-30,MOLDOVA,LEU,MOLDOVA-LEU,16.758,null,115,2018,3,2018,2,06,30,Fiscal_Data
1060,2018-06-30,MONGOLIA,TUGRIK,MONGOLIA-TUGRIK,2463.29,null,116,2018,3,2018,2,06,30,Fiscal_Data
1061,2018-06-30,MONTENEGRO,EURO,MONTENEGRO-EURO,0.858,null,117,2018,3,2018,2,06,30,Fiscal_Data
1062,2018-06-30,MOROCCO,DIRHAM,MOROCCO-DIRHAM,9.532,null,118,2018,3,2018,2,06,30,Fiscal_Data
1063,2018-06-30,MOZAMBIQUE,METICAL,MOZAMBIQUE-METICAL,59.16,null,119,2018,3,2018,2,06,30,Fiscal_Data
1064,2018-06-30,NAMIBIA,DOLLAR,NAMIBIA-DOLLAR,13.748,null,120,2018,3,2018,2,06,30,Fiscal_Data
1065,2018-06-30,NEPAL,RUPEE,NEPAL-RUPEE,110.05,null,121,2018,3,2018,2,06,30,Fiscal_Data
1066,2018-06-30,NETHERLANDS ANTILLES,GUILDER,NETHERLANDS ANTILLES-GUILDER,1.78,null,122,2018,3,2018,2,06,30,Fiscal_Data
1067,2018-06-30,NETHERLANDS,EURO,NETHERLANDS-EURO,0.858,null,123,2018,3,2018,2,06,30,Fiscal_Data
1068,2018-06-30,NEW ZEALAND,DOLLAR,NEW ZEALAND-DOLLAR,1.478,null,124,2018,3,2018,2,06,30,Fiscal_Data
1069,2018-06-30,NICARAGUA,CORDOBA,NICARAGUA-CORDOBA,31.3,null,125,2018,3,2018,2,06,30,Fiscal_Data
1070,2018-06-30,NIGER,CFA FRANC,NIGER-CFA FRANC,580.14,null,126,2018,3,2018,2,06,30,Fiscal_Data
1071,2018-06-30,NIGERIA,NAIRA,NIGERIA-NAIRA,359.0,null,127,2018,3,2018,2,06,30,Fiscal_Data
1072,2018-06-30,NORWAY,KRONE,NORWAY-KRONE,8.151,null,128,2018,3,2018,2,06,30,Fiscal_Data
1073,2018-06-30,OMAN,RIAL,OMAN-RIAL,0.385,null,129,2018,3,2018,2,06,30,Fiscal_Data
1074,2018-06-30,PAKISTAN,RUPEE,PAKISTAN-RUPEE,121.47,null,130,2018,3,2018,2,06,30,Fiscal_Data
1075,2018-06-30,PALAU,DOLLAR,PALAU-DOLLAR,1.0,null,131,2018,3,2018,2,06,30,Fiscal_Data
1076,2018-06-30,PANAMA,BALBOA,PANAMA-BALBOA,1.0,null,132,2018,3,2018,2,06,30,Fiscal_Data
1077,2018-06-30,PAPUA NEW GUINEA,KINA,PAPUA NEW GUINEA-KINA,3.205,null,133,2018,3,2018,2,06,30,Fiscal_Data
1078,2018-06-30,PARAGUAY,GUARANI,PARAGUAY-GUARANI,5658.0,null,134,2018,3,2018,2,06,30,Fiscal_Data
1079,2018-06-30,PERU,NUEVO SOL,PERU-NUEVO SOL,3.275,null,135,2018,3,2018,2,06,30,Fiscal_Data
1080,2018-06-30,PHILIPPINES,PESO,PHILIPPINES-PESO,53.324,null,136,2018,3,2018,2,06,30,Fiscal_Data
1081,2018-06-30,QATAR,RIYAL,QATAR-RIYAL,3.64,null,139,2018,3,2018,2,06,30,Fiscal_Data
1082,2018-06-30,ROMANIA,LEU,ROMANIA-LEU,3.995,null,140,2018,3,2018,2,06,30,Fiscal_Data
1083,2018-06-30,RUSSIA,RUBLE,RUSSIA-RUBLE,62.701,null,141,2018,3,2018,2,06,30,Fiscal_Data
1084,2018-06-30,RWANDA,FRANC,RWANDA-FRANC,870.0,null,142,2018,3,2018,2,06,30,Fiscal_Data
1085,2018-06-30,SAO TOME & PRINCIPE,DOBRAS,SAO TOME & PRINCIPE-DOBRAS,20.941,null,143,2018,3,2018,2,06,30,Fiscal_Data
1086,2018-06-30,SAUDI ARABIA,RIYAL,SAUDI ARABIA-RIYAL,3.75,null,144,2018,3,2018,2,06,30,Fiscal_Data
1087,2018-06-30,SENEGAL,CFA FRANC,SENEGAL-CFA FRANC,580.14,null,145,2018,3,2018,2,06,30,Fiscal_Data
1088,2018-06-30,SERBIA,DINAR,SERBIA-DINAR,101.34,null,146,2018,3,2018,2,06,30,Fiscal_Data
1089,2018-06-30,SEYCHELLES,RUPEE,SEYCHELLES-RUPEE,13.43,null,147,2018,3,2018,2,06,30,Fiscal_Data
1090,2018-06-30,SIERRA LEONE,LEONE,SIERRA LEONE-LEONE,7991.0,null,148,2018,3,2018,2,06,30,Fiscal_Data
1091,2018-06-30,SLOVAK REPUBLIC,EURO,SLOVAK REPUBLIC-EURO,0.858,null,150,2018,3,2018,2,06,30,Fiscal_Data
1092,2018-06-30,SLOVENIA,EURO,SLOVENIA-EURO,0.858,null,151,2018,3,2018,2,06,30,Fiscal_Data
1093,2018-06-30,SOLOMON ISLANDS,DOLLAR,SOLOMON ISLANDS-DOLLAR,7.576,null,152,2018,3,2018,2,06,30,Fiscal_Data
1094,2018-06-30,SOMALI,SHILLING,SOMALI-SHILLING,575.0,null,153,2018,3,2018,2,06,30,Fiscal_Data
1095,2018-06-30,SOUTH AFRICA,RAND,SOUTH AFRICA-RAND,13.748,null,154,2018,3,2018,2,06,30,Fiscal_Data
1096,2018-06-30,SOUTH SUDANESE,POUND,SOUTH SUDANESE-POUND,140.0,null,155,2018,3,2018,2,06,30,Fiscal_Data
1097,2018-06-30,POLAND,ZLOTY,POLAND-ZLOTY,3.748,null,137,2018,3,2018,2,06,30,Fiscal_Data
1098,2018-06-30,PORTUGAL,EURO,PORTUGAL-EURO,0.858,null,138,2018,3,2018,2,06,30,Fiscal_Data
1099,2018-06-30,SINGAPORE,DOLLAR,SINGAPORE-DOLLAR,1.364,null,149,2018,3,2018,2,06,30,Fiscal_Data
1100,2018-06-30,SPAIN,EURO,SPAIN-EURO,0.858,null,156,2018,3,2018,2,06,30,Fiscal_Data
1101,2018-06-30,SRI LANKA,RUPEE,SRI LANKA-RUPEE,158.2,null,157,2018,3,2018,2,06,30,Fiscal_Data
1102,2018-06-30,ST LUCIA,EC DOLLAR,ST LUCIA-EC DOLLAR,2.7,null,158,2018,3,2018,2,06,30,Fiscal_Data
1103,2018-06-30,SUDAN,SUDANESE POUND,SUDAN-SUDANESE POUND,29.0,null,159,2018,3,2018,2,06,30,Fiscal_Data
1104,2018-06-30,SURINAME,GUILDER,SURINAME-GUILDER,7.53,null,160,2018,3,2018,2,06,30,Fiscal_Data
1105,2018-06-30,SWAZILAND,LILANGENI,SWAZILAND-LILANGENI,13.748,null,161,2018,3,2018,2,06,30,Fiscal_Data
1106,2018-06-30,SWEDEN,KRONA,SWEDEN-KRONA,8.957,null,162,2018,3,2018,2,06,30,Fiscal_Data
1107,2018-06-30,SWITZERLAND,FRANC,SWITZERLAND-FRANC,0.992,null,163,2018,3,2018,2,06,30,Fiscal_Data
1108,2018-06-30,SYRIA,POUND,SYRIA-POUND,515.0,null,164,2018,3,2018,2,06,30,Fiscal_Data
1109,2018-06-30,TAIWAN,DOLLAR,TAIWAN-DOLLAR,30.424,null,165,2018,3,2018,2,06,30,Fiscal_Data
1110,2018-06-30,TAJIKISTAN,SOMONI,TAJIKISTAN-SOMONI,9.1,null,166,2018,3,2018,2,06,30,Fiscal_Data
1111,2018-06-30,TANZANIA,SHILLING,TANZANIA-SHILLING,2271.0,null,167,2018,3,2018,2,06,30,Fiscal_Data
1112,2018-06-30,THAILAND,BAHT,THAILAND-BAHT,33.08,null,168,2018,3,2018,2,06,30,Fiscal_Data
1113,2018-06-30,TIMOR,LESTE DILI,TIMOR-LESTE DILI,1.0,null,169,2018,3,2018,2,06,30,Fiscal_Data
1114,2018-06-30,TOGO,CFA FRANC,TOGO-CFA FRANC,580.14,null,170,2018,3,2018,2,06,30,Fiscal_Data
1115,2018-06-30,TONGA,PA'ANGA,TONGA-PA'ANGA,2.161,null,171,2018,3,2018,2,06,30,Fiscal_Data
1116,2018-06-30,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.65,null,172,2018,3,2018,2,06,30,Fiscal_Data
1117,2018-06-30,TUNISIA,DINAR,TUNISIA-DINAR,2.612,null,173,2018,3,2018,2,06,30,Fiscal_Data
1118,2018-06-30,TURKEY,LIRA,TURKEY-LIRA,4.571,null,174,2018,3,2018,2,06,30,Fiscal_Data
1119,2018-06-30,TURKMENISTAN,MANAT,TURKMENISTAN-MANAT,3.491,null,175,2018,3,2018,2,06,30,Fiscal_Data
1120,2018-06-30,UGANDA,SHILLING,UGANDA-SHILLING,3875.0,null,176,2018,3,2018,2,06,30,Fiscal_Data
1121,2018-06-30,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,26.29,null,177,2018,3,2018,2,06,30,Fiscal_Data
1122,2018-06-30,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,null,178,2018,3,2018,2,06,30,Fiscal_Data
1123,2018-06-30,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.76,null,179,2018,3,2018,2,06,30,Fiscal_Data
1124,2018-06-30,URUGUAY,PESO,URUGUAY-PESO,31.37,null,180,2018,3,2018,2,06,30,Fiscal_Data
1125,2018-06-30,UZBEKISTAN,SOM,UZBEKISTAN-SOM,7840.0,null,181,2018,3,2018,2,06,30,Fiscal_Data
1126,2018-06-30,VANUATU,VATU,VANUATU-VATU,108.94,null,182,2018,3,2018,2,06,30,Fiscal_Data
1127,2018-06-30,VENEZUELA,BOLIVAR,VENEZUELA-BOLIVAR,96000.0,null,183,2018,3,2018,2,06,30,Fiscal_Data
1128,2018-06-30,VIETNAM,DONG,VIETNAM-DONG,22956.0,null,184,2018,3,2018,2,06,30,Fiscal_Data
1129,2018-06-30,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.495,null,185,2018,3,2018,2,06,30,Fiscal_Data
1130,2018-06-30,YEMEN,RIAL,YEMEN-RIAL,455.0,null,186,2018,3,2018,2,06,30,Fiscal_Data
1131,2018-06-30,ZAMBIA,KWACHA,ZAMBIA-KWACHA,5455.0,null,187,2018,3,2018,2,06,30,Fiscal_Data
1132,2018-06-30,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,9.93,null,188,2018,3,2018,2,06,30,Fiscal_Data
1133,2018-06-30,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1.0,null,189,2018,3,2018,2,06,30,Fiscal_Data
1134,2018-09-30,AFGHANISTAN,AFGHANI,AFGHANISTAN-AFGHANI,75.1,null,1,2018,4,2018,3,09,30,Fiscal_Data
1135,2018-09-30,ALBANIA,LEK,ALBANIA-LEK,108.9,null,2,2018,4,2018,3,09,30,Fiscal_Data
1136,2018-09-30,ALGERIA,DINAR,ALGERIA-DINAR,117.935,null,3,2018,4,2018,3,09,30,Fiscal_Data
1137,2018-09-30,ANGOLA,KWANZA,ANGOLA-KWANZA,290.0,null,4,2018,4,2018,3,09,30,Fiscal_Data
1138,2018-09-30,ANTIGUA,BARBUDA-E. CARIBBEAN DOLLAR,ANTIGUA-BARBUDA-E. CARIBBEAN DOLLAR,2.7,null,5,2018,4,2018,3,09,30,Fiscal_Data
1139,2018-09-30,ARGENTINA,PESO,ARGENTINA-PESO,39.533,null,6,2018,4,2018,3,09,30,Fiscal_Data
1140,2018-09-30,ARMENIA,DRAM,ARMENIA-DRAM,480.0,null,7,2018,4,2018,3,09,30,Fiscal_Data
1141,2018-09-30,AUSTRALIA,DOLLAR,AUSTRALIA-DOLLAR,1.386,null,8,2018,4,2018,3,09,30,Fiscal_Data
1142,2018-09-30,AUSTRIA,EURO,AUSTRIA-EURO,0.863,null,9,2018,4,2018,3,09,30,Fiscal_Data
1143,2018-09-30,AZERBAIJAN,NEW MANAT,AZERBAIJAN-NEW MANAT,1.7,null,10,2018,4,2018,3,09,30,Fiscal_Data
1144,2018-09-30,BAHAMAS,DOLLAR,BAHAMAS-DOLLAR,1.0,null,11,2018,4,2018,3,09,30,Fiscal_Data
1145,2018-09-30,BAHRAIN,DINAR,BAHRAIN-DINAR,0.377,null,12,2018,4,2018,3,09,30,Fiscal_Data
1146,2018-09-30,BANGLADESH,TAKA,BANGLADESH-TAKA,83.0,null,13,2018,4,2018,3,09,30,Fiscal_Data
1147,2018-09-30,BARBADOS,DOLLAR,BARBADOS-DOLLAR,2.02,null,14,2018,4,2018,3,09,30,Fiscal_Data
1148,2018-09-30,BELARUS,NEW RUBLE,BELARUS-NEW RUBLE,2.109,null,15,2018,4,2018,3,09,30,Fiscal_Data
1149,2018-09-30,BELGIUM,EURO,BELGIUM-EURO,0.863,null,16,2018,4,2018,3,09,30,Fiscal_Data
1150,2018-09-30,BELIZE,DOLLAR,BELIZE-DOLLAR,2.0,null,17,2018,4,2018,3,09,30,Fiscal_Data
1151,2018-09-30,BENIN,CFA FRANC,BENIN-CFA FRANC,556.92,null,18,2018,4,2018,3,09,30,Fiscal_Data
1152,2018-09-30,BERMUDA,DOLLAR,BERMUDA-DOLLAR,1.0,null,19,2018,4,2018,3,09,30,Fiscal_Data
1153,2018-09-30,BOLIVIA,BOLIVIANO,BOLIVIA-BOLIVIANO,6.85,null,20,2018,4,2018,3,09,30,Fiscal_Data
1154,2018-09-30,BOSNIA,HERCEGOVINA-MARKA,BOSNIA-HERCEGOVINA-MARKA,1.688,null,21,2018,4,2018,3,09,30,Fiscal_Data
1155,2018-09-30,BOTSWANA,PULA,BOTSWANA-PULA,10.582,null,22,2018,4,2018,3,09,30,Fiscal_Data
1156,2018-09-30,BRAZIL,REAL,BRAZIL-REAL,4.015,null,23,2018,4,2018,3,09,30,Fiscal_Data
1157,2018-09-30,BRUNEI,DOLLAR,BRUNEI-DOLLAR,1.368,null,24,2018,4,2018,3,09,30,Fiscal_Data
1158,2018-09-30,BULGARIA,LEV,BULGARIA-LEV,1.688,null,25,2018,4,2018,3,09,30,Fiscal_Data
1159,2018-09-30,BURKINA FASO,CFA FRANC,BURKINA FASO-CFA FRANC,556.92,null,26,2018,4,2018,3,09,30,Fiscal_Data
1160,2018-09-30,BURUNDI,FRANC,BURUNDI-FRANC,1750.0,null,28,2018,4,2018,3,09,30,Fiscal_Data
1161,2018-09-30,CAMBODIA (KHMER),RIEL,CAMBODIA (KHMER)-RIEL,4103.0,null,29,2018,4,2018,3,09,30,Fiscal_Data
1162,2018-09-30,CAMEROON,CFA FRANC,CAMEROON-CFA FRANC,594.78,null,30,2018,4,2018,3,09,30,Fiscal_Data
1163,2018-09-30,CANADA,DOLLAR,CANADA-DOLLAR,1.301,null,31,2018,4,2018,3,09,30,Fiscal_Data
1164,2018-09-30,CAPE VERDE,ESCUDO,CAPE VERDE-ESCUDO,93.0,null,32,2018,4,2018,3,09,30,Fiscal_Data
1165,2018-09-30,CAYMAN ISLANDS,DOLLAR,CAYMAN ISLANDS-DOLLAR,0.82,null,33,2018,4,2018,3,09,30,Fiscal_Data
1166,2018-09-30,CENTRAL AFRICAN REPUBLIC,CFA FRANC,CENTRAL AFRICAN REPUBLIC-CFA FRANC,594.78,null,34,2018,4,2018,3,09,30,Fiscal_Data
1167,2018-09-30,CHAD,CFA FRANC,CHAD-CFA FRANC,594.78,null,35,2018,4,2018,3,09,30,Fiscal_Data
1168,2018-09-30,CHILE,PESO,CHILE-PESO,661.16,null,36,2018,4,2018,3,09,30,Fiscal_Data
1169,2018-09-30,CHINA,RENMINBI,CHINA-RENMINBI,6.88,null,37,2018,4,2018,3,09,30,Fiscal_Data
1170,2018-09-30,COLOMBIA,PESO,COLOMBIA-PESO,2983.8,null,38,2018,4,2018,3,09,30,Fiscal_Data
1171,2018-09-30,COMOROS,FRANC,COMOROS-FRANC,417.1,null,39,2018,4,2018,3,09,30,Fiscal_Data
1172,2018-09-30,"CONGO, DEM. REP",CONGOLESE FRANC,"CONGO, DEM. REP-CONGOLESE FRANC",1620.0,null,40,2018,4,2018,3,09,30,Fiscal_Data
1173,2018-09-30,CONGO,CFA FRANC,CONGO-CFA FRANC,594.78,null,41,2018,4,2018,3,09,30,Fiscal_Data
1174,2018-09-30,COSTA RICA,COLON,COSTA RICA-COLON,577.2,null,42,2018,4,2018,3,09,30,Fiscal_Data
1175,2018-09-30,COTE D'IVOIRE,CFA FRANC,COTE D'IVOIRE-CFA FRANC,556.92,null,43,2018,4,2018,3,09,30,Fiscal_Data
1176,2018-09-30,CROATIA,KUNA,CROATIA-KUNA,6.18,null,44,2018,4,2018,3,09,30,Fiscal_Data
1177,2018-09-30,CUBA,PESO,CUBA-PESO,1.0,null,45,2018,4,2018,3,09,30,Fiscal_Data
1178,2018-09-30,CYPRUS,EURO,CYPRUS-EURO,0.863,null,46,2018,4,2018,3,09,30,Fiscal_Data
1179,2018-09-30,CZECH,KORUNA,CZECH-KORUNA,21.278,null,47,2018,4,2018,3,09,30,Fiscal_Data
1180,2018-09-30,DENMARK,KRONE,DENMARK-KRONE,6.438,null,48,2018,4,2018,3,09,30,Fiscal_Data
1181,2018-09-30,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177.0,null,49,2018,4,2018,3,09,30,Fiscal_Data
1182,2018-09-30,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,49.69,null,50,2018,4,2018,3,09,30,Fiscal_Data
1183,2018-09-30,ECUADOR,DOLARES,ECUADOR-DOLARES,1.0,null,51,2018,4,2018,3,09,30,Fiscal_Data
1184,2018-09-30,EGYPT,POUND,EGYPT-POUND,17.88,null,52,2018,4,2018,3,09,30,Fiscal_Data
1185,2018-09-30,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1.0,null,53,2018,4,2018,3,09,30,Fiscal_Data
1186,2018-09-30,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,594.78,null,54,2018,4,2018,3,09,30,Fiscal_Data
1187,2018-09-30,ERITREA,NAKFA,ERITREA-NAKFA,15.0,null,55,2018,4,2018,3,09,30,Fiscal_Data
1188,2018-09-30,BURMA,MYANMAR-KYAT,BURMA-MYANMAR-KYAT,1550.0,null,27,2018,4,2018,3,09,30,Fiscal_Data
1189,2018-09-30,ESTONIA,EURO,ESTONIA-EURO,0.863,null,56,2018,4,2018,3,09,30,Fiscal_Data
1190,2018-09-30,ETHIOPIA,BIRR,ETHIOPIA-BIRR,27.59,null,57,2018,4,2018,3,09,30,Fiscal_Data
1191,2018-09-30,EURO ZONE,EURO,EURO ZONE-EURO,0.863,null,58,2018,4,2018,3,09,30,Fiscal_Data
1192,2018-09-30,FIJI,DOLLAR,FIJI-DOLLAR,2.098,null,59,2018,4,2018,3,09,30,Fiscal_Data
1193,2018-09-30,FINLAND,EURO,FINLAND-EURO,0.863,null,60,2018,4,2018,3,09,30,Fiscal_Data
1194,2018-09-30,FRANCE,EURO,FRANCE-EURO,0.863,null,61,2018,4,2018,3,09,30,Fiscal_Data
1195,2018-09-30,GABON,CFA FRANC,GABON-CFA FRANC,594.78,null,62,2018,4,2018,3,09,30,Fiscal_Data
1196,2018-09-30,GAMBIA,DALASI,GAMBIA-DALASI,48.0,null,63,2018,4,2018,3,09,30,Fiscal_Data
1197,2018-09-30,GEORGIA,LARI,GEORGIA-LARI,2.6,null,64,2018,4,2018,3,09,30,Fiscal_Data
1198,2018-09-30,GERMANY FRG,EURO,GERMANY FRG-EURO,0.863,null,65,2018,4,2018,3,09,30,Fiscal_Data
1199,2018-09-30,GHANA,CEDI,GHANA-CEDI,4.765,null,66,2018,4,2018,3,09,30,Fiscal_Data
1200,2018-09-30,GREECE,EURO,GREECE-EURO,0.863,null,67,2018,4,2018,3,09,30,Fiscal_Data
1201,2018-09-30,GRENADA,EAST CARIBBEAN DOLLAR,GRENADA-EAST CARIBBEAN DOLLAR,2.7,null,68,2018,4,2018,3,09,30,Fiscal_Data
1202,2018-09-30,GUATEMALA,QUETZAL,GUATEMALA-QUETZAL,7.68,null,69,2018,4,2018,3,09,30,Fiscal_Data
1203,2018-09-30,GUINEA BISSAU,CFA FRANC,GUINEA BISSAU-CFA FRANC,556.92,null,70,2018,4,2018,3,09,30,Fiscal_Data
1204,2018-09-30,GUINEA,FRANC,GUINEA-FRANC,9005.0,null,71,2018,4,2018,3,09,30,Fiscal_Data
1205,2018-09-30,GUYANA,DOLLAR,GUYANA-DOLLAR,215.0,null,72,2018,4,2018,3,09,30,Fiscal_Data
1206,2018-09-30,HAITI,GOURDE,HAITI-GOURDE,68.622,null,73,2018,4,2018,3,09,30,Fiscal_Data
1207,2018-09-30,HONDURAS,LEMPIRA,HONDURAS-LEMPIRA,24.0,null,74,2018,4,2018,3,09,30,Fiscal_Data
1208,2018-09-30,HONG KONG,DOLLAR,HONG KONG-DOLLAR,7.825,null,75,2018,4,2018,3,09,30,Fiscal_Data
1209,2018-09-30,HUNGARY,FORINT,HUNGARY-FORINT,279.84,null,76,2018,4,2018,3,09,30,Fiscal_Data
1210,2018-09-30,ICELAND,KRONA,ICELAND-KRONA,110.97,null,77,2018,4,2018,3,09,30,Fiscal_Data
1211,2018-09-30,INDIA,RUPEE,INDIA-RUPEE,72.25,null,78,2018,4,2018,3,09,30,Fiscal_Data
1212,2018-09-30,INDONESIA,RUPIAH,INDONESIA-RUPIAH,14910.0,null,79,2018,4,2018,3,09,30,Fiscal_Data
1213,2018-09-30,IRAN,RIAL,IRAN-RIAL,42000.0,null,80,2018,4,2018,3,09,30,Fiscal_Data
1214,2018-09-30,IRAQ,DINAR,IRAQ-DINAR,1138.0,null,81,2018,4,2018,3,09,30,Fiscal_Data
1215,2018-09-30,IRELAND,EURO,IRELAND-EURO,0.863,null,82,2018,4,2018,3,09,30,Fiscal_Data
1216,2018-09-30,ISRAEL,SHEKEL,ISRAEL-SHEKEL,3.636,null,83,2018,4,2018,3,09,30,Fiscal_Data
1217,2018-09-30,ITALY,EURO,ITALY-EURO,0.863,null,84,2018,4,2018,3,09,30,Fiscal_Data
1218,2018-09-30,JAMAICA,DOLLAR,JAMAICA-DOLLAR,132.0,null,85,2018,4,2018,3,09,30,Fiscal_Data
1219,2018-09-30,JAPAN,YEN,JAPAN-YEN,113.35,null,86,2018,4,2018,3,09,30,Fiscal_Data
1220,2018-09-30,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.636,null,87,2018,4,2018,3,09,30,Fiscal_Data
1221,2018-09-30,JORDAN,DINAR,JORDAN-DINAR,0.708,null,88,2018,4,2018,3,09,30,Fiscal_Data
1222,2018-09-30,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,361.82,null,89,2018,4,2018,3,09,30,Fiscal_Data
1223,2018-09-30,KENYA,SHILLING,KENYA-SHILLING,100.8,null,90,2018,4,2018,3,09,30,Fiscal_Data
1224,2018-09-30,KOREA,WON,KOREA-WON,1109.7,null,91,2018,4,2018,3,09,30,Fiscal_Data
1225,2018-09-30,KOSOVO,EURO,KOSOVO-EURO,0.863,null,92,2018,4,2018,3,09,30,Fiscal_Data
1226,2018-09-30,KUWAIT,DINAR,KUWAIT-DINAR,0.303,null,93,2018,4,2018,3,09,30,Fiscal_Data
1227,2018-09-30,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,69.0,null,94,2018,4,2018,3,09,30,Fiscal_Data
1228,2018-09-30,LAOS,KIP,LAOS-KIP,8502.0,null,95,2018,4,2018,3,09,30,Fiscal_Data
1229,2018-09-30,LATVIA,EURO,LATVIA-EURO,0.863,null,96,2018,4,2018,3,09,30,Fiscal_Data
