,record_date,country,currency,country_currency_desc,exchange_rate,effective_date,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day,curr_source
0,2017-03-31,CHAD,CFA FRANC,CHAD-CFA FRANC,617.41,null,36,2017,2,2017,1,03,31,Fiscal_Data
1,2017-03-31,CHILE,PESO,CHILE-PESO,665.2,null,37,2017,2,2017,1,03,31,Fiscal_Data
2,2017-03-31,CHINA,RENMINBI,CHINA-RENMINBI,6.885,null,38,2017,2,2017,1,03,31,Fiscal_Data
3,2017-03-31,COLOMBIA,PESO,COLOMBIA-PESO,2885.3,null,39,2017,2,2017,1,03,31,Fiscal_Data
4,2017-03-31,COMOROS,FRANC,COMOROS-FRANC,460.42,null,40,2017,2,2017,1,03,31,Fiscal_Data
5,2017-03-31,"CONGO, DEM. REP",CONGOLESE FRANC,"CONGO, DEM. REP-CONGOLESE FRANC",1345.0,null,41,2017,2,2017,1,03,31,Fiscal_Data
6,2017-03-31,CONGO,CFA FRANC,CONGO-CFA FRANC,617.41,null,42,2017,2,2017,1,03,31,Fiscal_Data
7,2017-03-31,CROATIA,KUNA,CROATIA-KUNA,6.75,null,45,2017,2,2017,1,03,31,Fiscal_Data
8,2017-03-31,CUBA,PESO,CUBA-PESO,1.0,null,46,2017,2,2017,1,03,31,Fiscal_Data
9,2017-03-31,CYPRUS,EURO,CYPRUS-EURO,0.936,null,47,2017,2,2017,1,03,31,Fiscal_Data
10,2017-03-31,CZECH,KORUNA,CZECH-KORUNA,24.809,null,48,2017,2,2017,1,03,31,Fiscal_Data
11,2017-03-31,DENMARK,KRONE,DENMARK-KRONE,6.959,null,49,2017,2,2017,1,03,31,Fiscal_Data
12,2017-03-31,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177.0,null,50,2017,2,2017,1,03,31,Fiscal_Data
13,2017-03-31,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,47.14,null,51,2017,2,2017,1,03,31,Fiscal_Data
14,2017-03-31,ECUADOR,DOLARES,ECUADOR-DOLARES,1.0,null,52,2017,2,2017,1,03,31,Fiscal_Data
15,2017-03-31,EGYPT,POUND,EGYPT-POUND,18.2,null,53,2017,2,2017,1,03,31,Fiscal_Data
16,2017-03-31,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1.0,null,54,2017,2,2017,1,03,31,Fiscal_Data
17,2017-03-31,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,617.41,null,55,2017,2,2017,1,03,31,Fiscal_Data
18,2017-03-31,ERITREA,NAKFA,ERITREA-NAKFA,15.0,null,56,2017,2,2017,1,03,31,Fiscal_Data
19,2017-03-31,ESTONIA,EURO,ESTONIA-EURO,0.936,null,57,2017,2,2017,1,03,31,Fiscal_Data
20,2017-03-31,ETHIOPIA,BIRR,ETHIOPIA-BIRR,22.75,null,58,2017,2,2017,1,03,31,Fiscal_Data
21,2017-03-31,EURO ZONE,EURO,EURO ZONE-EURO,0.936,null,59,2017,2,2017,1,03,31,Fiscal_Data
22,2017-03-31,FIJI,DOLLAR,FIJI-DOLLAR,2.044,null,60,2017,2,2017,1,03,31,Fiscal_Data
23,2017-03-31,FINLAND,EURO,FINLAND-EURO,0.936,null,61,2017,2,2017,1,03,31,Fiscal_Data
24,2017-03-31,FRANCE,EURO,FRANCE-EURO,0.936,null,62,2017,2,2017,1,03,31,Fiscal_Data
25,2017-03-31,GABON,CFA FRANC,GABON-CFA FRANC,617.41,null,63,2017,2,2017,1,03,31,Fiscal_Data
26,2017-03-31,GAMBIA,DALASI,GAMBIA-DALASI,46.0,null,64,2017,2,2017,1,03,31,Fiscal_Data
27,2017-03-31,GEORGIA,LARI,GEORGIA-LARI,2.44,null,65,2017,2,2017,1,03,31,Fiscal_Data
28,2017-03-31,GERMANY FRG,EURO,GERMANY FRG-EURO,0.936,null,66,2017,2,2017,1,03,31,Fiscal_Data
29,2017-03-31,GHANA,CEDI,GHANA-CEDI,4.315,null,67,2017,2,2017,1,03,31,Fiscal_Data
30,2017-03-31,GREECE,EURO,GREECE-EURO,0.936,null,68,2017,2,2017,1,03,31,Fiscal_Data
31,2017-03-31,GRENADA,EAST CARIBBEAN DOLLAR,GRENADA-EAST CARIBBEAN DOLLAR,2.7,null,69,2017,2,2017,1,03,31,Fiscal_Data
32,2017-03-31,GUATEMALA,QUETZAL,GUATEMALA-QUETZAL,7.34,null,70,2017,2,2017,1,03,31,Fiscal_Data
33,2017-03-31,GUINEA BISSAU,CFA FRANC,GUINEA BISSAU-CFA FRANC,613.62,null,71,2017,2,2017,1,03,31,Fiscal_Data
34,2017-03-31,GUINEA,FRANC,GUINEA-FRANC,9225.0,null,72,2017,2,2017,1,03,31,Fiscal_Data
35,2017-03-31,GUYANA,DOLLAR,GUYANA-DOLLAR,215.0,null,73,2017,2,2017,1,03,31,Fiscal_Data
36,2017-03-31,COSTA RICA,COLON,COSTA RICA-COLON,550.05,null,43,2017,2,2017,1,03,31,Fiscal_Data
37,2017-03-31,COTE D'IVOIRE,CFA FRANC,COTE D'IVOIRE-CFA FRANC,613.62,null,44,2017,2,2017,1,03,31,Fiscal_Data
38,2017-03-31,HAITI,GOURDE,HAITI-GOURDE,67.043,null,74,2017,2,2017,1,03,31,Fiscal_Data
39,2017-03-31,HONDURAS,LEMPIRA,HONDURAS-LEMPIRA,23.5,null,75,2017,2,2017,1,03,31,Fiscal_Data
40,2017-03-31,HONG KONG,DOLLAR,HONG KONG-DOLLAR,7.77,null,76,2017,2,2017,1,03,31,Fiscal_Data
41,2017-03-31,HUNGARY,FORINT,HUNGARY-FORINT,287.77,null,77,2017,2,2017,1,03,31,Fiscal_Data
42,2017-03-31,ICELAND,KRONA,ICELAND-KRONA,112.86,null,78,2017,2,2017,1,03,31,Fiscal_Data
43,2017-03-31,INDIA,RUPEE,INDIA-RUPEE,64.65,null,79,2017,2,2017,1,03,31,Fiscal_Data
44,2017-03-31,INDONESIA,RUPIAH,INDONESIA-RUPIAH,13270.0,null,80,2017,2,2017,1,03,31,Fiscal_Data
45,2017-03-31,IRAN,RIAL,IRAN-RIAL,32422.0,null,81,2017,2,2017,1,03,31,Fiscal_Data
46,2017-03-31,IRAQ,DINAR,IRAQ-DINAR,1166.0,null,82,2017,2,2017,1,03,31,Fiscal_Data
47,2017-03-31,IRELAND,EURO,IRELAND-EURO,0.936,null,83,2017,2,2017,1,03,31,Fiscal_Data
48,2017-03-31,ISRAEL,SHEKEL,ISRAEL-SHEKEL,3.633,null,84,2017,2,2017,1,03,31,Fiscal_Data
49,2017-03-31,ITALY,EURO,ITALY-EURO,0.936,null,85,2017,2,2017,1,03,31,Fiscal_Data
50,2017-03-31,JAMAICA,DOLLAR,JAMAICA-DOLLAR,128.0,null,86,2017,2,2017,1,03,31,Fiscal_Data
51,2017-03-31,JAPAN,YEN,JAPAN-YEN,111.84,null,87,2017,2,2017,1,03,31,Fiscal_Data
52,2017-03-31,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.633,null,88,2017,2,2017,1,03,31,Fiscal_Data
53,2017-03-31,JORDAN,DINAR,JORDAN-DINAR,0.708,null,89,2017,2,2017,1,03,31,Fiscal_Data
54,2017-03-31,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,314.8,null,90,2017,2,2017,1,03,31,Fiscal_Data
55,2017-03-31,KENYA,SHILLING,KENYA-SHILLING,102.95,null,91,2017,2,2017,1,03,31,Fiscal_Data
56,2017-03-31,KOREA,WON,KOREA-WON,1116.33,null,92,2017,2,2017,1,03,31,Fiscal_Data
57,2017-03-31,KUWAIT,DINAR,KUWAIT-DINAR,0.305,null,93,2017,2,2017,1,03,31,Fiscal_Data
58,2017-03-31,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,68.5,null,94,2017,2,2017,1,03,31,Fiscal_Data
59,2017-03-31,LAOS,KIP,LAOS-KIP,8190.0,null,95,2017,2,2017,1,03,31,Fiscal_Data
60,2017-03-31,LATVIA,EURO,LATVIA-EURO,0.936,null,96,2017,2,2017,1,03,31,Fiscal_Data
61,2017-03-31,LEBANON,POUND,LEBANON-POUND,1500.0,null,97,2017,2,2017,1,03,31,Fiscal_Data
62,2017-03-31,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,13.299,null,98,2017,2,2017,1,03,31,Fiscal_Data
63,2017-03-31,LIBERIA,U.S. DOLLAR,LIBERIA-U.S. DOLLAR,92.0,null,99,2017,2,2017,1,03,31,Fiscal_Data
64,2017-03-31,LIBYA,DINAR,LIBYA-DINAR,1.417,null,100,2017,2,2017,1,03,31,Fiscal_Data
65,2017-03-31,LITHUANIA,EURO,LITHUANIA-EURO,0.936,null,101,2017,2,2017,1,03,31,Fiscal_Data
66,2017-03-31,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.936,null,102,2017,2,2017,1,03,31,Fiscal_Data
67,2017-03-31,MACAO,MOP,MACAO-MOP,8.0,null,103,2017,2,2017,1,03,31,Fiscal_Data
68,2017-03-31,MACEDONIA FYROM,DENAR,MACEDONIA FYROM-DENAR,57.31,null,104,2017,2,2017,1,03,31,Fiscal_Data
69,2017-03-31,MADAGASCAR,ARIA,MADAGASCAR-ARIA,3219.33,null,105,2017,2,2017,1,03,31,Fiscal_Data
70,2017-03-31,MALAWI,KWACHA,MALAWI-KWACHA,747.0,null,106,2017,2,2017,1,03,31,Fiscal_Data
71,2017-03-31,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.423,null,107,2017,2,2017,1,03,31,Fiscal_Data
72,2017-03-31,MALI,CFA FRANC,MALI-CFA FRANC,613.62,null,108,2017,2,2017,1,03,31,Fiscal_Data
73,2017-03-31,MALTA,EURO,MALTA-EURO,0.936,null,109,2017,2,2017,1,03,31,Fiscal_Data
74,2017-03-31,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1.0,null,110,2017,2,2017,1,03,31,Fiscal_Data
75,2017-03-31,MARTINIQUE,EURO,MARTINIQUE-EURO,0.936,null,111,2017,2,2017,1,03,31,Fiscal_Data
76,2017-03-31,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,355.0,null,112,2017,2,2017,1,03,31,Fiscal_Data
77,2017-03-31,MAURITIUS,RUPEE,MAURITIUS-RUPEE,35.05,null,113,2017,2,2017,1,03,31,Fiscal_Data
78,2017-03-31,MEXICO,NEW PESO,MEXICO-NEW PESO,18.709,null,114,2017,2,2017,1,03,31,Fiscal_Data
79,2017-03-31,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1.0,null,115,2017,2,2017,1,03,31,Fiscal_Data
80,2017-03-31,MOLDOVA,LEU,MOLDOVA-LEU,19.4,null,116,2017,2,2017,1,03,31,Fiscal_Data
81,2017-03-31,MONGOLIA,TUGRIK,MONGOLIA-TUGRIK,2452.44,null,117,2017,2,2017,1,03,31,Fiscal_Data
82,2017-03-31,MONTENEGRO,EURO,MONTENEGRO-EURO,0.936,null,118,2017,2,2017,1,03,31,Fiscal_Data
83,2017-03-31,MOROCCO,DIRHAM,MOROCCO-DIRHAM,9.995,null,119,2017,2,2017,1,03,31,Fiscal_Data
84,2017-03-31,MOZAMBIQUE,METICAL,MOZAMBIQUE-METICAL,67.45,null,120,2017,2,2017,1,03,31,Fiscal_Data
85,2017-03-31,NEPAL,RUPEE,NEPAL-RUPEE,103.55,null,122,2017,2,2017,1,03,31,Fiscal_Data
86,2017-03-31,NETHERLANDS ANTILLES,GUILDER,NETHERLANDS ANTILLES-GUILDER,1.78,null,123,2017,2,2017,1,03,31,Fiscal_Data
87,2017-03-31,NETHERLANDS,EURO,NETHERLANDS-EURO,0.936,null,124,2017,2,2017,1,03,31,Fiscal_Data
88,2017-03-31,NEW ZEALAND,DOLLAR,NEW ZEALAND-DOLLAR,1.432,null,125,2017,2,2017,1,03,31,Fiscal_Data
89,2017-03-31,NICARAGUA,CORDOBA,NICARAGUA-CORDOBA,29.65,null,126,2017,2,2017,1,03,31,Fiscal_Data
90,2017-03-31,NIGER,CFA FRANC,NIGER-CFA FRANC,613.62,null,127,2017,2,2017,1,03,31,Fiscal_Data
91,2017-03-31,NIGERIA,NAIRA,NIGERIA-NAIRA,314.5,null,128,2017,2,2017,1,03,31,Fiscal_Data
92,2017-03-31,NORWAY,KRONE,NORWAY-KRONE,8.573,null,129,2017,2,2017,1,03,31,Fiscal_Data
93,2017-03-31,OMAN,RIAL,OMAN-RIAL,0.385,null,130,2017,2,2017,1,03,31,Fiscal_Data
94,2017-03-31,PAKISTAN,RUPEE,PAKISTAN-RUPEE,104.81,null,131,2017,2,2017,1,03,31,Fiscal_Data
95,2017-03-31,PALAU,DOLLAR,PALAU-DOLLAR,1.0,null,132,2017,2,2017,1,03,31,Fiscal_Data
96,2017-03-31,PANAMA,BALBOA,PANAMA-BALBOA,1.0,null,133,2017,2,2017,1,03,31,Fiscal_Data
97,2017-03-31,PAPUA NEW GUINEA,KINA,PAPUA NEW GUINEA-KINA,3.096,null,134,2017,2,2017,1,03,31,Fiscal_Data
98,2017-03-31,PARAGUAY,GUARANI,PARAGUAY-GUARANI,5729.5,null,135,2017,2,2017,1,03,31,Fiscal_Data
99,2017-03-31,PERU,NUEVO SOL,PERU-NUEVO SOL,3.247,null,136,2017,2,2017,1,03,31,Fiscal_Data
100,2017-03-31,PHILIPPINES,PESO,PHILIPPINES-PESO,50.192,null,137,2017,2,2017,1,03,31,Fiscal_Data
101,2017-03-31,POLAND,ZLOTY,POLAND-ZLOTY,3.953,null,138,2017,2,2017,1,03,31,Fiscal_Data
102,2017-03-31,PORTUGAL,EURO,PORTUGAL-EURO,0.936,null,139,2017,2,2017,1,03,31,Fiscal_Data
103,2017-03-31,QATAR,RIYAL,QATAR-RIYAL,3.641,null,140,2017,2,2017,1,03,31,Fiscal_Data
104,2017-03-31,ROMANIA,LEU,ROMANIA-LEU,4.257,null,141,2017,2,2017,1,03,31,Fiscal_Data
105,2017-03-31,RUSSIA,RUBLE,RUSSIA-RUBLE,56.417,null,142,2017,2,2017,1,03,31,Fiscal_Data
106,2017-03-31,RWANDA,FRANC,RWANDA-FRANC,830.0,null,143,2017,2,2017,1,03,31,Fiscal_Data
107,2017-03-31,SAO TOME & PRINCIPE,DOBRAS,SAO TOME & PRINCIPE-DOBRAS,22562.736,null,144,2017,2,2017,1,03,31,Fiscal_Data
108,2017-03-31,SAUDI ARABIA,RIYAL,SAUDI ARABIA-RIYAL,3.75,null,145,2017,2,2017,1,03,31,Fiscal_Data
109,2017-03-31,SENEGAL,CFA FRANC,SENEGAL-CFA FRANC,613.62,null,146,2017,2,2017,1,03,31,Fiscal_Data
110,2017-03-31,SEYCHELLES,RUPEE,SEYCHELLES-RUPEE,13.144,null,148,2017,2,2017,1,03,31,Fiscal_Data
111,2017-03-31,SIERRA LEONE,LEONE,SIERRA LEONE-LEONE,7488.0,null,149,2017,2,2017,1,03,31,Fiscal_Data
112,2017-03-31,SINGAPORE,DOLLAR,SINGAPORE-DOLLAR,1.397,null,150,2017,2,2017,1,03,31,Fiscal_Data
113,2017-03-31,SLOVAK REPUBLIC,EURO,SLOVAK REPUBLIC-EURO,0.936,null,151,2017,2,2017,1,03,31,Fiscal_Data
114,2017-03-31,NAMIBIA,DOLLAR,NAMIBIA-DOLLAR,13.299,null,121,2017,2,2017,1,03,31,Fiscal_Data
115,2017-03-31,SERBIA,DINAR,SERBIA-DINAR,116.13,null,147,2017,2,2017,1,03,31,Fiscal_Data
116,2017-03-31,SLOVENIA,EURO,SLOVENIA-EURO,0.936,null,152,2017,2,2017,1,03,31,Fiscal_Data
117,2017-03-31,SOLOMON ISLANDS,DOLLAR,SOLOMON ISLANDS-DOLLAR,7.559,null,153,2017,2,2017,1,03,31,Fiscal_Data
118,2017-03-31,SOUTH AFRICA,RAND,SOUTH AFRICA-RAND,13.299,null,154,2017,2,2017,1,03,31,Fiscal_Data
119,2017-03-31,SOUTH SUDANESE,POUND,SOUTH SUDANESE-POUND,110.0,null,155,2017,2,2017,1,03,31,Fiscal_Data
120,2017-03-31,SPAIN,EURO,SPAIN-EURO,0.936,null,156,2017,2,2017,1,03,31,Fiscal_Data
121,2017-03-31,SRI LANKA,RUPEE,SRI LANKA-RUPEE,151.75,null,157,2017,2,2017,1,03,31,Fiscal_Data
122,2017-03-31,ST LUCIA,EC DOLLAR,ST LUCIA-EC DOLLAR,2.7,null,158,2017,2,2017,1,03,31,Fiscal_Data
123,2017-03-31,SUDAN,SUDANESE POUND,SUDAN-SUDANESE POUND,6.9,null,159,2017,2,2017,1,03,31,Fiscal_Data
124,2017-03-31,SURINAME,GUILDER,SURINAME-GUILDER,7.613,null,160,2017,2,2017,1,03,31,Fiscal_Data
125,2017-03-31,SWAZILAND,LILANGENI,SWAZILAND-LILANGENI,13.299,null,161,2017,2,2017,1,03,31,Fiscal_Data
126,2017-03-31,SWEDEN,KRONA,SWEDEN-KRONA,8.916,null,162,2017,2,2017,1,03,31,Fiscal_Data
127,2017-03-31,SWITZERLAND,FRANC,SWITZERLAND-FRANC,1.0,null,163,2017,2,2017,1,03,31,Fiscal_Data
128,2017-03-31,SYRIA,POUND,SYRIA-POUND,515.0,null,164,2017,2,2017,1,03,31,Fiscal_Data
129,2017-03-31,TAIWAN,DOLLAR,TAIWAN-DOLLAR,30.382,null,165,2017,2,2017,1,03,31,Fiscal_Data
130,2017-03-31,TAJIKISTAN,SOMONI,TAJIKISTAN-SOMONI,8.2,null,166,2017,2,2017,1,03,31,Fiscal_Data
131,2017-03-31,TANZANIA,SHILLING,TANZANIA-SHILLING,2228.0,null,167,2017,2,2017,1,03,31,Fiscal_Data
132,2017-03-31,THAILAND,BAHT,THAILAND-BAHT,34.34,null,168,2017,2,2017,1,03,31,Fiscal_Data
133,2017-03-31,TIMOR,LESTE DILI,TIMOR-LESTE DILI,1.0,null,169,2017,2,2017,1,03,31,Fiscal_Data
134,2017-03-31,TOGO,CFA FRANC,TOGO-CFA FRANC,613.62,null,170,2017,2,2017,1,03,31,Fiscal_Data
135,2017-03-31,TONGA,PA'ANGA,TONGA-PA'ANGA,2.133,null,171,2017,2,2017,1,03,31,Fiscal_Data
136,2017-03-31,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.71,null,172,2017,2,2017,1,03,31,Fiscal_Data
137,2017-03-31,TUNISIA,DINAR,TUNISIA-DINAR,2.278,null,173,2017,2,2017,1,03,31,Fiscal_Data
138,2017-03-31,TURKEY,LIRA,TURKEY-LIRA,3.638,null,174,2017,2,2017,1,03,31,Fiscal_Data
139,2017-03-31,TURKMENISTAN,MANAT,TURKMENISTAN-MANAT,3.491,null,175,2017,2,2017,1,03,31,Fiscal_Data
140,2017-03-31,UGANDA,SHILLING,UGANDA-SHILLING,3605.0,null,176,2017,2,2017,1,03,31,Fiscal_Data
141,2017-03-31,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,27.04,null,177,2017,2,2017,1,03,31,Fiscal_Data
142,2017-03-31,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,null,178,2017,2,2017,1,03,31,Fiscal_Data
143,2017-03-31,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.8,null,179,2017,2,2017,1,03,31,Fiscal_Data
144,2017-03-31,URUGUAY,PESO,URUGUAY-PESO,28.65,null,180,2017,2,2017,1,03,31,Fiscal_Data
145,2017-03-31,UZBEKISTAN,SOM,UZBEKISTAN-SOM,3657.0,null,181,2017,2,2017,1,03,31,Fiscal_Data
146,2017-03-31,VANUATU,VATU,VANUATU-VATU,108.05,null,182,2017,2,2017,1,03,31,Fiscal_Data
147,2017-03-31,VENEZUELA,BOLIVAR,VENEZUELA-BOLIVAR,709.38,null,183,2017,2,2017,1,03,31,Fiscal_Data
148,2017-03-31,VIETNAM,DONG,VIETNAM-DONG,22750.0,null,184,2017,2,2017,1,03,31,Fiscal_Data
149,2017-03-31,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.457,null,185,2017,2,2017,1,03,31,Fiscal_Data
150,2017-03-31,YEMEN,RIAL,YEMEN-RIAL,250.5,null,186,2017,2,2017,1,03,31,Fiscal_Data
151,2017-03-31,ZAMBIA,KWACHA,ZAMBIA-KWACHA,5455.0,null,187,2017,2,2017,1,03,31,Fiscal_Data
152,2017-03-31,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,9.65,null,188,2017,2,2017,1,03,31,Fiscal_Data
153,2017-03-31,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1.0,null,189,2017,2,2017,1,03,31,Fiscal_Data
154,2017-03-31,AFGHANISTAN,AFGHANI,AFGHANISTAN-AFGHANI,67.55,null,1,2017,2,2017,1,03,31,Fiscal_Data
155,2017-03-31,ALBANIA,LEK,ALBANIA-LEK,126.75,null,2,2017,2,2017,1,03,31,Fiscal_Data
156,2017-03-31,ALGERIA,DINAR,ALGERIA-DINAR,109.592,null,3,2017,2,2017,1,03,31,Fiscal_Data
157,2017-03-31,ANGOLA,KWANZA,ANGOLA-KWANZA,170.0,null,4,2017,2,2017,1,03,31,Fiscal_Data
158,2017-03-31,ANTIGUA,BARBUDA-E. CARIBBEAN DOLLAR,ANTIGUA-BARBUDA-E. CARIBBEAN DOLLAR,2.7,null,5,2017,2,2017,1,03,31,Fiscal_Data
159,2017-03-31,ARGENTINA,PESO,ARGENTINA-PESO,15.385,null,6,2017,2,2017,1,03,31,Fiscal_Data
160,2017-03-31,ARMENIA,DRAM,ARMENIA-DRAM,484.0,null,7,2017,2,2017,1,03,31,Fiscal_Data
161,2017-03-31,AUSTRALIA,DOLLAR,AUSTRALIA-DOLLAR,1.308,null,8,2017,2,2017,1,03,31,Fiscal_Data
162,2017-03-31,AUSTRIA,EURO,AUSTRIA-EURO,0.936,null,9,2017,2,2017,1,03,31,Fiscal_Data
163,2017-03-31,AZERBAIJAN,NEW MANAT,AZERBAIJAN-NEW MANAT,1.75,null,10,2017,2,2017,1,03,31,Fiscal_Data
164,2017-03-31,BAHAMAS,DOLLAR,BAHAMAS-DOLLAR,1.0,null,11,2017,2,2017,1,03,31,Fiscal_Data
165,2017-03-31,BAHRAIN,DINAR,BAHRAIN-DINAR,0.377,null,12,2017,2,2017,1,03,31,Fiscal_Data
166,2017-03-31,BANGLADESH,TAKA,BANGLADESH-TAKA,80.0,null,13,2017,2,2017,1,03,31,Fiscal_Data
167,2017-03-31,BARBADOS,DOLLAR,BARBADOS-DOLLAR,2.02,null,14,2017,2,2017,1,03,31,Fiscal_Data
168,2017-03-31,BELARUS,NEW RUBLE,BELARUS-NEW RUBLE,1.872,null,15,2017,2,2017,1,03,31,Fiscal_Data
169,2017-03-31,BELARUS,RUBLE,BELARUS-RUBLE,18720.0,null,16,2017,2,2017,1,03,31,Fiscal_Data
170,2017-03-31,BELGIUM,EURO,BELGIUM-EURO,0.936,null,17,2017,2,2017,1,03,31,Fiscal_Data
171,2017-03-31,BELIZE,DOLLAR,BELIZE-DOLLAR,2.0,null,18,2017,2,2017,1,03,31,Fiscal_Data
172,2017-03-31,BENIN,CFA FRANC,BENIN-CFA FRANC,613.62,null,19,2017,2,2017,1,03,31,Fiscal_Data
173,2017-03-31,BERMUDA,DOLLAR,BERMUDA-DOLLAR,1.0,null,20,2017,2,2017,1,03,31,Fiscal_Data
174,2017-03-31,BOLIVIA,BOLIVIANO,BOLIVIA-BOLIVIANO,6.88,null,21,2017,2,2017,1,03,31,Fiscal_Data
175,2017-03-31,BOSNIA,HERCEGOVINA-MARKA,BOSNIA-HERCEGOVINA-MARKA,1.83,null,22,2017,2,2017,1,03,31,Fiscal_Data
176,2017-03-31,BOTSWANA,PULA,BOTSWANA-PULA,10.46,null,23,2017,2,2017,1,03,31,Fiscal_Data
177,2017-03-31,BRAZIL,REAL,BRAZIL-REAL,3.159,null,24,2017,2,2017,1,03,31,Fiscal_Data
178,2017-03-31,BRUNEI,DOLLAR,BRUNEI-DOLLAR,1.397,null,25,2017,2,2017,1,03,31,Fiscal_Data
179,2017-03-31,BULGARIA,LEV,BULGARIA-LEV,1.83,null,26,2017,2,2017,1,03,31,Fiscal_Data
180,2017-03-31,BURKINA FASO,CFA FRANC,BURKINA FASO-CFA FRANC,613.62,null,27,2017,2,2017,1,03,31,Fiscal_Data
181,2017-03-31,BURMA,MYANMAR-KYAT,BURMA-MYANMAR-KYAT,1362.0,null,28,2017,2,2017,1,03,31,Fiscal_Data
182,2017-03-31,BURUNDI,FRANC,BURUNDI-FRANC,1685.0,null,29,2017,2,2017,1,03,31,Fiscal_Data
183,2017-03-31,CAMBODIA (KHMER),RIEL,CAMBODIA (KHMER)-RIEL,4103.0,null,30,2017,2,2017,1,03,31,Fiscal_Data
184,2017-03-31,CAMEROON,CFA FRANC,CAMEROON-CFA FRANC,617.41,null,31,2017,2,2017,1,03,31,Fiscal_Data
185,2017-03-31,CANADA,DOLLAR,CANADA-DOLLAR,1.334,null,32,2017,2,2017,1,03,31,Fiscal_Data
186,2017-03-31,CAPE VERDE,ESCUDO,CAPE VERDE-ESCUDO,102.103,null,33,2017,2,2017,1,03,31,Fiscal_Data
187,2017-03-31,CAYMAN ISLANDS,DOLLAR,CAYMAN ISLANDS-DOLLAR,0.82,null,34,2017,2,2017,1,03,31,Fiscal_Data
188,2017-03-31,CENTRAL AFRICAN REPUBLIC,CFA FRANC,CENTRAL AFRICAN REPUBLIC-CFA FRANC,617.41,null,35,2017,2,2017,1,03,31,Fiscal_Data
189,2017-06-30,AFGHANISTAN,AFGHANI,AFGHANISTAN-AFGHANI,67.95,null,1,2017,3,2017,2,06,30,Fiscal_Data
190,2017-06-30,ALBANIA,LEK,ALBANIA-LEK,116.0,null,2,2017,3,2017,2,06,30,Fiscal_Data
191,2017-06-30,ALGERIA,DINAR,ALGERIA-DINAR,107.643,null,3,2017,3,2017,2,06,30,Fiscal_Data
192,2017-06-30,ANGOLA,KWANZA,ANGOLA-KWANZA,170.0,null,4,2017,3,2017,2,06,30,Fiscal_Data
193,2017-06-30,ANTIGUA,BARBUDA-E. CARIBBEAN DOLLAR,ANTIGUA-BARBUDA-E. CARIBBEAN DOLLAR,2.7,null,5,2017,3,2017,2,06,30,Fiscal_Data
194,2017-06-30,ARGENTINA,PESO,ARGENTINA-PESO,16.476,null,6,2017,3,2017,2,06,30,Fiscal_Data
195,2017-06-30,ARMENIA,DRAM,ARMENIA-DRAM,480.0,null,7,2017,3,2017,2,06,30,Fiscal_Data
196,2017-06-30,AUSTRALIA,DOLLAR,AUSTRALIA-DOLLAR,1.301,null,8,2017,3,2017,2,06,30,Fiscal_Data
197,2017-06-30,AUSTRIA,EURO,AUSTRIA-EURO,0.877,null,9,2017,3,2017,2,06,30,Fiscal_Data
198,2017-06-30,BAHAMAS,DOLLAR,BAHAMAS-DOLLAR,1.0,null,11,2017,3,2017,2,06,30,Fiscal_Data
199,2017-06-30,BAHRAIN,DINAR,BAHRAIN-DINAR,0.377,null,12,2017,3,2017,2,06,30,Fiscal_Data
200,2017-06-30,BANGLADESH,TAKA,BANGLADESH-TAKA,80.0,null,13,2017,3,2017,2,06,30,Fiscal_Data
201,2017-06-30,BARBADOS,DOLLAR,BARBADOS-DOLLAR,2.02,null,14,2017,3,2017,2,06,30,Fiscal_Data
202,2017-06-30,BELARUS,NEW RUBLE,BELARUS-NEW RUBLE,1.934,null,15,2017,3,2017,2,06,30,Fiscal_Data
203,2017-06-30,BELARUS,RUBLE,BELARUS-RUBLE,19336.0,null,16,2017,3,2017,2,06,30,Fiscal_Data
